siteID,plotID,plotType,nlcdClass,elevation,collectDate,eventID,sampleID,samplingMethod,adultCount,nymphCount,larvaCount
HARV,HARV_001,distributed,deciduousForest,202.1,2019-08-06T13:45:00Z,HARV.2019.32,HARV_001.20190806,drag,NA,NA,NA
HARV,HARV_004,distributed,mixedForest,182.6,2019-08-06T16:32:00Z,HARV.2019.32,HARV_004.20190806,drag,NA,NA,NA
HARV,HARV_002,distributed,deciduousForest,187.7,2019-08-06T19:42:00Z,HARV.2019.32,HARV_002.20190806,drag,NA,NA,NA
HARV,HARV_022,distributed,evergreenForest,185.9,2019-08-26T06:07:00Z,HARV.2019.35,HARV_022.20190826,drag,NA,NA,NA
HARV,HARV_002,distributed,deciduousForest,187.7,2019-08-26T14:40:00Z,HARV.2019.35,HARV_002.20190826,drag,NA,NA,NA
HARV,HARV_004,distributed,mixedForest,182.6,2019-08-26T16:55:00Z,HARV.2019.35,HARV_004.20190826,drag,NA,NA,NA
HARV,HARV_001,distributed,deciduousForest,202.1,2019-08-27T14:01:00Z,HARV.2019.35,HARV_001.20190827,drag,NA,NA,NA
HARV,HARV_026,distributed,evergreenForest,187.3,2019-08-27T16:45:00Z,HARV.2019.35,HARV_026.20190827,drag,NA,NA,NA
HARV,HARV_006,distributed,deciduousForest,190.8,2019-08-27T18:43:00Z,HARV.2019.35,HARV_006.20190827,drag,NA,NA,NA
HARV,HARV_006,distributed,deciduousForest,190.8,2019-09-16T13:04:00Z,HARV.2019.38,HARV_006.20190916,drag and flag,NA,NA,NA
HARV,HARV_026,distributed,evergreenForest,187.3,2019-09-16T16:04:00Z,HARV.2019.38,HARV_026.20190916,drag and flag,NA,NA,NA
HARV,HARV_001,distributed,deciduousForest,202.1,2019-09-16T18:56:00Z,HARV.2019.38,HARV_001.20190916,drag and flag,NA,NA,NA
HARV,HARV_002,distributed,deciduousForest,187.7,2019-09-17T12:45:00Z,HARV.2019.38,HARV_002.20190917,drag and flag,NA,NA,NA
HARV,HARV_004,distributed,mixedForest,182.6,2019-09-17T14:53:00Z,HARV.2019.38,HARV_004.20190917,drag and flag,NA,NA,NA
HARV,HARV_022,distributed,evergreenForest,185.9,2019-09-17T17:23:00Z,HARV.2019.38,HARV_022.20190917,drag and flag,NA,NA,NA
HARV,HARV_006,distributed,deciduousForest,190.8,2020-05-18T16:00:00Z,HARV.2020.21,NA,NA,NA,NA,NA
HARV,HARV_004,distributed,mixedForest,182.6,2020-05-18T16:00:00Z,HARV.2020.21,NA,NA,NA,NA,NA
HARV,HARV_001,distributed,deciduousForest,202.1,2020-05-18T16:00:00Z,HARV.2020.21,NA,NA,NA,NA,NA
HARV,HARV_022,distributed,evergreenForest,185.9,2020-05-18T16:00:00Z,HARV.2020.21,NA,NA,NA,NA,NA
HARV,HARV_002,distributed,deciduousForest,187.7,2020-05-18T16:00:00Z,HARV.2020.21,NA,NA,NA,NA,NA
HARV,HARV_026,distributed,evergreenForest,187.3,2020-05-18T16:00:00Z,HARV.2020.21,NA,NA,NA,NA,NA
HARV,HARV_006,distributed,deciduousForest,190.8,2020-04-27T16:00:00Z,HARV.2020.18,NA,NA,NA,NA,NA
HARV,HARV_026,distributed,evergreenForest,187.3,2020-04-27T16:00:00Z,HARV.2020.18,NA,NA,NA,NA,NA
HARV,HARV_001,distributed,deciduousForest,202.1,2020-04-27T16:00:00Z,HARV.2020.18,NA,NA,NA,NA,NA
HARV,HARV_004,distributed,mixedForest,182.6,2020-04-27T16:00:00Z,HARV.2020.18,NA,NA,NA,NA,NA
HARV,HARV_022,distributed,evergreenForest,185.9,2020-04-27T16:00:00Z,HARV.2020.18,NA,NA,NA,NA,NA
HARV,HARV_002,distributed,deciduousForest,187.7,2020-04-27T16:00:00Z,HARV.2020.18,NA,NA,NA,NA,NA
HARV,HARV_026,distributed,evergreenForest,187.3,2020-06-08T16:00:00Z,HARV.2020.24,NA,NA,NA,NA,NA
HARV,HARV_002,distributed,deciduousForest,187.7,2020-06-08T16:00:00Z,HARV.2020.24,NA,NA,NA,NA,NA
HARV,HARV_004,distributed,mixedForest,182.6,2020-06-08T16:00:00Z,HARV.2020.24,NA,NA,NA,NA,NA
HARV,HARV_006,distributed,deciduousForest,190.8,2020-06-08T16:00:00Z,HARV.2020.24,NA,NA,NA,NA,NA
HARV,HARV_001,distributed,deciduousForest,202.1,2020-06-08T16:00:00Z,HARV.2020.24,NA,NA,NA,NA,NA
HARV,HARV_022,distributed,evergreenForest,185.9,2020-06-08T16:00:00Z,HARV.2020.24,NA,NA,NA,NA,NA
HARV,HARV_001,distributed,deciduousForest,202.1,2020-07-02T18:28:00Z,HARV.2020.27,HARV_001.20200702,drag and flag,NA,NA,NA
HARV,HARV_022,distributed,evergreenForest,185.9,2020-07-05T14:50:00Z,HARV.2020.27,HARV_022.20200705,drag and flag,NA,NA,NA
HARV,HARV_004,distributed,mixedForest,182.6,2020-07-05T17:07:00Z,HARV.2020.27,HARV_004.20200705,drag and flag,NA,NA,NA
HARV,HARV_006,distributed,deciduousForest,190.8,2020-07-05T19:19:00Z,HARV.2020.27,HARV_006.20200705,drag and flag,NA,NA,NA
HARV,HARV_026,distributed,evergreenForest,187.3,2020-07-05T20:47:00Z,HARV.2020.27,HARV_026.20200705,drag and flag,NA,NA,NA
HARV,HARV_002,distributed,deciduousForest,187.7,2020-07-05T22:38:00Z,HARV.2020.27,HARV_002.20200705,drag and flag,NA,NA,NA
HARV,HARV_004,distributed,mixedForest,182.6,2020-07-24T16:40:00Z,HARV.2020.30,HARV_004.20200724,drag and flag,NA,NA,NA
HARV,HARV_022,distributed,evergreenForest,185.9,2020-07-24T18:20:00Z,HARV.2020.30,HARV_022.20200724,drag and flag,NA,NA,NA
HARV,HARV_002,distributed,deciduousForest,187.7,2020-07-26T13:32:00Z,HARV.2020.30,HARV_002.20200726,drag and flag,NA,NA,NA
HARV,HARV_001,distributed,deciduousForest,202.1,2020-07-26T16:08:00Z,HARV.2020.30,HARV_001.20200726,drag and flag,NA,NA,NA
HARV,HARV_006,distributed,deciduousForest,190.8,2020-07-26T18:00:00Z,HARV.2020.30,HARV_006.20200726,drag and flag,NA,NA,NA
HARV,HARV_026,distributed,evergreenForest,187.3,2020-07-26T19:18:00Z,HARV.2020.30,HARV_026.20200726,drag and flag,NA,NA,NA
HARV,HARV_022,distributed,evergreenForest,185.9,2020-08-09T13:22:00Z,HARV.2020.33,HARV_022.20200809,drag and flag,NA,NA,NA
HARV,HARV_004,distributed,mixedForest,182.6,2020-08-10T14:37:00Z,HARV.2020.33,HARV_004.20200810,drag and flag,NA,NA,NA
HARV,HARV_026,distributed,evergreenForest,187.3,2020-08-10T16:00:00Z,HARV.2020.33,HARV_026.20200810,drag and flag,NA,NA,NA
HARV,HARV_006,distributed,deciduousForest,190.8,2020-08-10T18:18:00Z,HARV.2020.33,HARV_006.20200810,drag and flag,NA,NA,NA
HARV,HARV_002,distributed,deciduousForest,187.7,2020-08-11T13:01:00Z,HARV.2020.33,HARV_002.20200811,drag and flag,NA,NA,NA
HARV,HARV_001,distributed,deciduousForest,202.1,2020-08-11T16:02:00Z,HARV.2020.33,HARV_001.20200811,drag and flag,NA,NA,NA
HARV,HARV_022,distributed,evergreenForest,185.9,2020-09-04T15:19:00Z,HARV.2020.36,HARV_022.20200904,drag and flag,NA,NA,NA
HARV,HARV_004,distributed,mixedForest,182.6,2020-09-04T18:46:00Z,HARV.2020.36,HARV_004.20200904,drag and flag,NA,NA,NA
HARV,HARV_006,distributed,deciduousForest,190.8,2020-09-05T12:59:00Z,HARV.2020.36,HARV_006.20200905,drag and flag,NA,NA,NA
HARV,HARV_002,distributed,deciduousForest,187.7,2020-09-05T13:17:00Z,HARV.2020.36,HARV_002.20200905,drag and flag,NA,NA,NA
HARV,HARV_026,distributed,evergreenForest,187.3,2020-09-05T15:01:00Z,HARV.2020.36,HARV_026.20200905,drag and flag,NA,NA,NA
HARV,HARV_001,distributed,deciduousForest,202.1,2020-09-05T15:53:00Z,HARV.2020.36,HARV_001.20200905,drag and flag,NA,NA,NA
HARV,HARV_022,distributed,evergreenForest,185.9,2021-04-20T14:02:00Z,HARV.2021.17,NA,drag and flag,NA,NA,NA
HARV,HARV_026,distributed,evergreenForest,187.3,2021-04-20T15:57:00Z,HARV.2021.17,NA,drag and flag,NA,NA,NA
HARV,HARV_006,distributed,deciduousForest,190.8,2021-04-20T17:28:00Z,HARV.2021.17,HARV_006.20210420,drag and flag,NA,NA,NA
HARV,HARV_001,distributed,deciduousForest,202.1,2021-04-23T13:46:00Z,HARV.2021.17,NA,drag and flag,NA,NA,NA
HARV,HARV_004,distributed,mixedForest,182.6,2021-04-23T15:06:00Z,HARV.2021.17,HARV_004.20210423,drag and flag,NA,NA,NA
HARV,HARV_002,distributed,deciduousForest,187.7,2021-04-23T16:00:00Z,HARV.2021.17,NA,NA,NA,NA,NA
HARV,HARV_022,distributed,evergreenForest,185.9,2021-05-12T13:45:00Z,HARV.2021.20,NA,drag and flag,NA,NA,NA
HARV,HARV_001,distributed,deciduousForest,202.1,2021-05-12T15:23:00Z,HARV.2021.20,NA,drag and flag,NA,NA,NA
HARV,HARV_004,distributed,mixedForest,182.6,2021-05-12T18:34:00Z,HARV.2021.20,HARV_004.20210512,drag and flag,NA,NA,NA
HARV,HARV_006,distributed,deciduousForest,190.8,2021-05-13T13:52:00Z,HARV.2021.20,HARV_006.20210513,drag and flag,NA,NA,NA
HARV,HARV_026,distributed,evergreenForest,187.3,2021-05-13T15:25:00Z,HARV.2021.20,HARV_026.20210513,drag and flag,NA,NA,NA
HARV,HARV_002,distributed,deciduousForest,187.7,2021-05-13T17:41:00Z,HARV.2021.20,HARV_002.20210513,drag and flag,NA,NA,NA
HARV,HARV_004,distributed,mixedForest,182.6,2021-05-31T16:00:00Z,HARV.2021.23,NA,NA,NA,NA,NA
HARV,HARV_001,distributed,deciduousForest,202.1,2021-05-31T16:00:00Z,HARV.2021.23,NA,NA,NA,NA,NA
HARV,HARV_006,distributed,deciduousForest,190.8,2021-05-31T16:00:00Z,HARV.2021.23,NA,NA,NA,NA,NA
HARV,HARV_026,distributed,evergreenForest,187.3,2021-05-31T16:00:00Z,HARV.2021.23,NA,NA,NA,NA,NA
HARV,HARV_022,distributed,evergreenForest,185.9,2021-05-31T16:00:00Z,HARV.2021.23,NA,NA,NA,NA,NA
HARV,HARV_002,distributed,deciduousForest,187.7,2021-05-31T16:00:00Z,HARV.2021.23,NA,NA,NA,NA,NA
HARV,HARV_006,distributed,deciduousForest,190.8,2021-06-23T13:35:00Z,HARV.2021.26,HARV_006.20210623,drag and flag,NA,NA,NA
HARV,HARV_026,distributed,evergreenForest,187.3,2021-06-23T14:52:00Z,HARV.2021.26,HARV_026.20210623,drag and flag,NA,NA,NA
HARV,HARV_001,distributed,deciduousForest,202.1,2021-06-23T16:35:00Z,HARV.2021.26,HARV_001.20210623,drag and flag,NA,NA,NA
HARV,HARV_004,distributed,mixedForest,182.6,2021-06-23T18:02:00Z,HARV.2021.26,HARV_004.20210623,drag and flag,NA,NA,NA
HARV,HARV_002,distributed,deciduousForest,187.7,2021-06-24T13:49:00Z,HARV.2021.26,HARV_002.20210624,drag and flag,NA,NA,NA
HARV,HARV_022,distributed,evergreenForest,185.9,2021-06-24T16:22:00Z,HARV.2021.26,HARV_022.20210624,drag and flag,NA,NA,NA
HARV,HARV_001,distributed,deciduousForest,202.1,2021-07-15T14:05:00Z,HARV.2021.29,HARV_001.20210715,drag and flag,NA,NA,NA
HARV,HARV_006,distributed,deciduousForest,190.8,2021-07-15T15:27:00Z,HARV.2021.29,HARV_006.20210715,drag and flag,NA,NA,NA
HARV,HARV_002,distributed,deciduousForest,187.7,2021-07-15T16:00:00Z,HARV.2021.29,NA,NA,NA,NA,NA
HARV,HARV_022,distributed,evergreenForest,185.9,2021-07-15T16:00:00Z,HARV.2021.29,NA,NA,NA,NA,NA
HARV,HARV_026,distributed,evergreenForest,187.3,2021-07-15T17:00:00Z,HARV.2021.29,HARV_026.20210715,drag and flag,NA,NA,NA
HARV,HARV_004,distributed,mixedForest,182.6,2021-07-15T18:18:00Z,HARV.2021.29,HARV_004.20210715,drag and flag,NA,NA,NA
HARV,HARV_022,distributed,evergreenForest,185.9,2021-09-14T12:05:00Z,HARV.2021.38,HARV_022.20210914,drag and flag,NA,NA,NA
HARV,HARV_026,distributed,evergreenForest,187.3,2021-09-14T13:45:00Z,HARV.2021.38,NA,drag and flag,NA,NA,NA
HARV,HARV_006,distributed,deciduousForest,190.8,2021-09-14T15:00:00Z,HARV.2021.38,HARV_006.20210914,drag and flag,NA,NA,NA
HARV,HARV_001,distributed,deciduousForest,202.1,2021-09-14T16:25:00Z,HARV.2021.38,HARV_001.20210914,drag and flag,NA,NA,NA
HARV,HARV_004,distributed,mixedForest,182.6,2021-09-14T17:51:00Z,HARV.2021.38,HARV_004.20210914,drag and flag,NA,NA,NA
HARV,HARV_002,distributed,deciduousForest,187.7,2021-09-15T12:31:00Z,HARV.2021.38,HARV_002.20210915,drag and flag,NA,NA,NA
HARV,HARV_022,distributed,evergreenForest,185.9,2022-04-18T13:36:00Z,HARV.2022.16,HARV_022.20220418,drag and flag,NA,NA,NA
HARV,HARV_001,distributed,deciduousForest,202.1,2022-04-18T15:12:00Z,HARV.2022.16,NA,drag and flag,NA,NA,NA
HARV,HARV_004,distributed,mixedForest,182.6,2022-04-18T16:47:00Z,HARV.2022.16,HARV_004.20220418,drag and flag,NA,NA,NA
HARV,HARV_002,distributed,deciduousForest,187.7,2022-04-18T18:35:00Z,HARV.2022.16,HARV_002.20220418,drag and flag,NA,NA,NA
HARV,HARV_006,distributed,deciduousForest,190.8,2022-04-20T15:45:00Z,HARV.2022.16,HARV_006.20220420,drag and flag,NA,NA,NA
HARV,HARV_026,distributed,evergreenForest,187.3,2022-04-20T17:04:00Z,HARV.2022.16,HARV_026.20220420,drag and flag,NA,NA,NA
HARV,HARV_026,distributed,evergreenForest,187.3,2021-08-02T15:19:00Z,HARV.2021.32,HARV_026.20210802,drag and flag,NA,NA,NA
HARV,HARV_001,distributed,deciduousForest,202.1,2021-08-02T17:34:00Z,HARV.2021.32,HARV_001.20210802,drag and flag,NA,NA,NA
HARV,HARV_022,distributed,evergreenForest,185.9,2021-08-03T17:49:00Z,HARV.2021.32,HARV_022.20210803,drag and flag,NA,NA,NA
HARV,HARV_002,distributed,deciduousForest,187.7,2021-08-04T18:30:00Z,HARV.2021.32,HARV_002.20210804,drag and flag,NA,NA,NA
HARV,HARV_006,distributed,deciduousForest,190.8,2021-08-04T20:35:00Z,HARV.2021.32,HARV_006.20210804,drag and flag,NA,NA,NA
HARV,HARV_004,distributed,mixedForest,182.6,2021-08-04T21:49:00Z,HARV.2021.32,HARV_004.20210804,drag and flag,NA,NA,NA
HARV,HARV_022,distributed,evergreenForest,185.9,2021-08-24T16:40:00Z,HARV.2021.35,HARV_022.20210824,drag and flag,NA,NA,NA
HARV,HARV_026,distributed,evergreenForest,187.3,2021-08-24T18:26:00Z,HARV.2021.35,NA,drag and flag,NA,NA,NA
HARV,HARV_006,distributed,deciduousForest,190.8,2021-08-26T12:25:00Z,HARV.2021.35,NA,drag and flag,NA,NA,NA
HARV,HARV_001,distributed,deciduousForest,202.1,2021-08-26T13:49:00Z,HARV.2021.35,HARV_001.20210826,drag and flag,NA,NA,NA
HARV,HARV_004,distributed,mixedForest,182.6,2021-08-26T15:25:00Z,HARV.2021.35,HARV_004.20210826,drag and flag,NA,NA,NA
HARV,HARV_002,distributed,deciduousForest,187.7,2021-08-26T17:06:00Z,HARV.2021.35,HARV_002.20210826,drag and flag,NA,NA,NA
HARV,HARV_022,distributed,evergreenForest,185.9,2022-05-10T13:00:00Z,HARV.2022.19,NA,drag and flag,NA,NA,NA
HARV,HARV_001,distributed,deciduousForest,202.1,2022-05-10T14:45:00Z,HARV.2022.19,HARV_001.20220510,drag and flag,NA,NA,NA
HARV,HARV_002,distributed,deciduousForest,187.7,2022-05-10T17:06:00Z,HARV.2022.19,NA,drag and flag,NA,NA,NA
HARV,HARV_006,distributed,deciduousForest,190.8,2022-05-11T12:59:00Z,HARV.2022.19,HARV_006.20220511,drag and flag,NA,NA,NA
HARV,HARV_026,distributed,evergreenForest,187.3,2022-05-11T14:11:00Z,HARV.2022.19,NA,drag and flag,NA,NA,NA
HARV,HARV_004,distributed,mixedForest,182.6,2022-05-11T15:58:00Z,HARV.2022.19,HARV_004.20220511,drag and flag,NA,NA,NA
HARV,HARV_022,distributed,evergreenForest,185.9,2022-05-30T12:30:00Z,HARV.2022.22,NA,drag and flag,NA,NA,NA
HARV,HARV_006,distributed,deciduousForest,190.8,2022-05-30T14:11:00Z,HARV.2022.22,HARV_006.20220530,drag and flag,NA,NA,NA
HARV,HARV_026,distributed,evergreenForest,187.3,2022-05-30T15:16:00Z,HARV.2022.22,NA,drag and flag,NA,NA,NA
HARV,HARV_001,distributed,deciduousForest,202.1,2022-05-30T17:01:00Z,HARV.2022.22,HARV_001.20220530,drag and flag,NA,NA,NA
HARV,HARV_002,distributed,deciduousForest,187.7,2022-05-31T12:52:00Z,HARV.2022.22,HARV_002.20220531,drag and flag,NA,NA,NA
HARV,HARV_004,distributed,mixedForest,182.6,2022-05-31T14:41:00Z,HARV.2022.22,HARV_004.20220531,drag and flag,NA,NA,NA
HARV,HARV_004,distributed,mixedForest,182.6,2022-06-20T13:23:00Z,HARV.2022.25,HARV_004.20220620,drag and flag,NA,NA,NA
HARV,HARV_026,distributed,evergreenForest,187.3,2022-06-20T15:07:00Z,HARV.2022.25,NA,drag and flag,NA,NA,NA
HARV,HARV_006,distributed,deciduousForest,190.8,2022-06-20T16:58:00Z,HARV.2022.25,HARV_006.20220620,drag and flag,NA,NA,NA
HARV,HARV_001,distributed,deciduousForest,202.1,2022-06-20T19:10:00Z,HARV.2022.25,HARV_001.20220620,drag and flag,NA,NA,NA
HARV,HARV_022,distributed,evergreenForest,185.9,2022-06-21T13:02:00Z,HARV.2022.25,HARV_022.20220621,drag and flag,NA,NA,NA
HARV,HARV_002,distributed,deciduousForest,187.7,2022-06-21T17:19:00Z,HARV.2022.25,HARV_002.20220621,drag and flag,NA,NA,NA
HARV,HARV_004,distributed,mixedForest,182.6,2022-07-11T12:49:00Z,HARV.2022.28,HARV_004.20220711,drag and flag,NA,NA,NA
HARV,HARV_026,distributed,evergreenForest,187.3,2022-07-11T13:53:00Z,HARV.2022.28,HARV_026.20220711,drag and flag,NA,NA,NA
HARV,HARV_006,distributed,deciduousForest,190.8,2022-07-11T14:54:00Z,HARV.2022.28,HARV_006.20220711,drag and flag,NA,NA,NA
HARV,HARV_001,distributed,deciduousForest,202.1,2022-07-11T16:03:00Z,HARV.2022.28,NA,drag and flag,NA,NA,NA
HARV,HARV_022,distributed,evergreenForest,185.9,2022-07-12T12:18:00Z,HARV.2022.28,HARV_022.20220712,drag and flag,NA,NA,NA
HARV,HARV_002,distributed,deciduousForest,187.7,2022-07-12T13:56:00Z,HARV.2022.28,HARV_002.20220712,drag and flag,NA,NA,NA
HARV,HARV_002,distributed,deciduousForest,187.7,2022-08-03T14:41:00Z,HARV.2022.31,HARV_002.20220803,drag and flag,NA,NA,NA
HARV,HARV_001,distributed,deciduousForest,202.1,2022-08-03T18:08:00Z,HARV.2022.31,HARV_001.20220803,drag and flag,NA,NA,NA
HARV,HARV_022,distributed,evergreenForest,185.9,2022-08-04T11:17:00Z,HARV.2022.31,HARV_022.20220804,drag and flag,NA,NA,NA
HARV,HARV_006,distributed,deciduousForest,190.8,2022-08-04T15:14:00Z,HARV.2022.31,HARV_006.20220804,drag and flag,NA,NA,NA
HARV,HARV_026,distributed,evergreenForest,187.3,2022-08-04T16:41:00Z,HARV.2022.31,HARV_026.20220804,drag and flag,NA,NA,NA
HARV,HARV_004,distributed,mixedForest,182.6,2022-08-04T18:33:00Z,HARV.2022.31,HARV_004.20220804,drag and flag,NA,NA,NA
HARV,HARV_022,distributed,evergreenForest,185.9,2022-08-24T16:00:00Z,HARV.2022.34,NA,NA,NA,NA,NA
HARV,HARV_001,distributed,deciduousForest,202.1,2022-08-24T16:00:00Z,HARV.2022.34,NA,NA,NA,NA,NA
HARV,HARV_002,distributed,deciduousForest,187.7,2022-08-24T16:00:00Z,HARV.2022.34,NA,NA,NA,NA,NA
HARV,HARV_004,distributed,mixedForest,182.6,2022-08-24T19:50:00Z,HARV.2022.34,HARV_004.20220824,drag and flag,NA,NA,NA
HARV,HARV_026,distributed,evergreenForest,187.3,2022-08-25T16:42:00Z,HARV.2022.34,NA,drag and flag,NA,NA,NA
HARV,HARV_006,distributed,deciduousForest,190.8,2022-08-25T18:00:00Z,HARV.2022.34,NA,drag and flag,NA,NA,NA
HARV,HARV_022,distributed,evergreenForest,185.9,2023-04-24T16:00:00Z,HARV.2023.17,NA,NA,NA,NA,NA
HARV,HARV_004,distributed,mixedForest,182.6,2023-04-24T16:00:00Z,HARV.2023.17,NA,NA,NA,NA,NA
HARV,HARV_001,distributed,deciduousForest,202.1,2023-04-24T16:00:00Z,HARV.2023.17,NA,NA,NA,NA,NA
HARV,HARV_026,distributed,evergreenForest,187.3,2023-04-24T16:00:00Z,HARV.2023.17,NA,NA,NA,NA,NA
HARV,HARV_002,distributed,deciduousForest,187.7,2023-04-24T16:00:00Z,HARV.2023.17,NA,NA,NA,NA,NA
HARV,HARV_006,distributed,deciduousForest,190.8,2023-04-24T16:00:00Z,HARV.2023.17,NA,NA,NA,NA,NA
HARV,HARV_002,distributed,deciduousForest,187.7,2022-09-13T16:00:00Z,HARV.2022.37,NA,NA,NA,NA,NA
HARV,HARV_001,distributed,deciduousForest,202.1,2022-09-13T16:00:00Z,HARV.2022.37,NA,NA,NA,NA,NA
HARV,HARV_004,distributed,mixedForest,182.6,2022-09-13T16:00:00Z,HARV.2022.37,NA,NA,NA,NA,NA
HARV,HARV_022,distributed,evergreenForest,185.9,2022-09-14T17:54:00Z,HARV.2022.37,HARV_022.20220914,drag and flag,NA,NA,NA
HARV,HARV_006,distributed,deciduousForest,190.8,2022-09-15T13:03:00Z,HARV.2022.37,NA,drag and flag,NA,NA,NA
HARV,HARV_026,distributed,evergreenForest,187.3,2022-09-15T14:52:00Z,HARV.2022.37,HARV_026.20220915,drag and flag,NA,NA,NA
HARV,HARV_022,distributed,evergreenForest,185.9,2023-06-06T14:15:00Z,HARV.2023.23,HARV_022.20230606,drag and flag,NA,NA,NA
HARV,HARV_001,distributed,deciduousForest,202.1,2023-06-06T14:38:00Z,HARV.2023.23,HARV_001.20230606,drag and flag,NA,NA,NA
HARV,HARV_026,distributed,evergreenForest,187.3,2023-06-06T16:00:00Z,HARV.2023.23,NA,NA,NA,NA,NA
HARV,HARV_006,distributed,deciduousForest,190.8,2023-06-06T16:00:00Z,HARV.2023.23,NA,NA,NA,NA,NA
HARV,HARV_004,distributed,mixedForest,182.6,2023-06-06T17:18:00Z,HARV.2023.23,HARV_004.20230606,drag and flag,NA,NA,NA
HARV,HARV_022,distributed,evergreenForest,185.9,2023-06-12T17:36:00Z,HARV.2023.23,HARV_022.20230612,drag and flag,NA,NA,NA
HARV,HARV_002,distributed,deciduousForest,187.7,2023-06-14T13:25:00Z,HARV.2023.23,HARV_002.20230614,drag and flag,NA,NA,NA
HARV,HARV_001,distributed,deciduousForest,202.1,2023-06-14T16:55:00Z,HARV.2023.23,HARV_001.20230614,drag and flag,NA,NA,NA
HARV,HARV_022,distributed,evergreenForest,185.9,2023-06-26T12:38:00Z,HARV.2023.26,HARV_022.20230626,drag and flag,NA,NA,NA
HARV,HARV_006,distributed,deciduousForest,190.8,2023-06-26T14:38:00Z,HARV.2023.26,HARV_006.20230626,drag and flag,NA,NA,NA
HARV,HARV_001,distributed,deciduousForest,202.1,2023-06-30T13:06:00Z,HARV.2023.26,HARV_001.20230630,drag and flag,NA,NA,NA
HARV,HARV_004,distributed,mixedForest,182.6,2023-06-30T15:03:00Z,HARV.2023.26,HARV_004.20230630,drag and flag,NA,NA,NA
HARV,HARV_026,distributed,evergreenForest,187.3,2023-06-30T16:18:00Z,HARV.2023.26,HARV_026.20230630,drag and flag,NA,NA,NA
HARV,HARV_002,distributed,deciduousForest,187.7,2023-06-30T18:05:00Z,HARV.2023.26,HARV_002.20230630,drag and flag,NA,NA,NA
HARV,HARV_004,distributed,mixedForest,182.6,2023-05-15T19:50:00Z,HARV.2023.20,HARV_004.20230515,drag and flag,NA,NA,NA
HARV,HARV_022,distributed,evergreenForest,185.9,2023-05-18T12:42:00Z,HARV.2023.20,NA,drag and flag,NA,NA,NA
HARV,HARV_006,distributed,deciduousForest,190.8,2023-05-18T14:47:00Z,HARV.2023.20,HARV_006.20230518,drag and flag,NA,NA,NA
HARV,HARV_026,distributed,evergreenForest,187.3,2023-05-18T16:30:00Z,HARV.2023.20,HARV_026.20230518,drag and flag,NA,NA,NA
HARV,HARV_001,distributed,deciduousForest,202.1,2023-05-18T18:04:00Z,HARV.2023.20,HARV_001.20230518,drag and flag,NA,NA,NA
HARV,HARV_002,distributed,deciduousForest,187.7,2023-05-18T19:45:00Z,HARV.2023.20,NA,drag and flag,NA,NA,NA
HARV,HARV_022,distributed,evergreenForest,185.9,2023-07-17T17:31:00Z,HARV.2023.29,HARV_022.20230717,drag and flag,NA,NA,NA
HARV,HARV_001,distributed,deciduousForest,202.1,2023-07-18T13:28:00Z,HARV.2023.29,HARV_001.20230718,drag and flag,NA,NA,NA
HARV,HARV_006,distributed,deciduousForest,190.8,2023-07-18T13:54:00Z,HARV.2023.29,HARV_006.20230718,drag and flag,NA,NA,NA
HARV,HARV_004,distributed,mixedForest,182.6,2023-07-18T15:20:00Z,HARV.2023.29,HARV_004.20230718,drag and flag,NA,NA,NA
HARV,HARV_026,distributed,evergreenForest,187.3,2023-07-18T15:23:00Z,HARV.2023.29,HARV_026.20230718,drag and flag,NA,NA,NA
HARV,HARV_002,distributed,deciduousForest,187.7,2023-07-18T17:02:00Z,HARV.2023.29,HARV_002.20230718,drag and flag,NA,NA,NA
HARV,HARV_022,distributed,evergreenForest,185.9,2023-08-07T13:39:00Z,HARV.2023.32,HARV_022.20230807,drag and flag,NA,NA,NA
HARV,HARV_026,distributed,evergreenForest,187.3,2023-08-07T15:38:00Z,HARV.2023.32,HARV_026.20230807,drag and flag,NA,NA,NA
HARV,HARV_001,distributed,deciduousForest,202.1,2023-08-09T13:57:00Z,HARV.2023.32,HARV_001.20230809,drag and flag,NA,NA,NA
HARV,HARV_002,distributed,deciduousForest,187.7,2023-08-09T14:08:00Z,HARV.2023.32,HARV_002.20230809,drag and flag,NA,NA,NA
HARV,HARV_006,distributed,deciduousForest,190.8,2023-08-09T17:37:00Z,HARV.2023.32,HARV_006.20230809,drag and flag,NA,NA,NA
HARV,HARV_004,distributed,mixedForest,182.6,2023-08-09T18:10:00Z,HARV.2023.32,HARV_004.20230809,drag and flag,NA,NA,NA
HARV,HARV_002,distributed,deciduousForest,187.7,2023-08-28T13:18:00Z,HARV.2023.35,HARV_002.20230828,drag and flag,NA,NA,NA
HARV,HARV_026,distributed,evergreenForest,187.3,2023-08-28T13:23:00Z,HARV.2023.35,HARV_026.20230828,drag and flag,NA,NA,NA
HARV,HARV_001,distributed,deciduousForest,202.1,2023-08-28T15:11:00Z,HARV.2023.35,HARV_001.20230828,drag and flag,NA,NA,NA
HARV,HARV_004,distributed,mixedForest,182.6,2023-08-28T15:58:00Z,HARV.2023.35,HARV_004.20230828,drag and flag,NA,NA,NA
HARV,HARV_022,distributed,evergreenForest,185.9,2023-08-28T16:43:00Z,HARV.2023.35,HARV_022.20230828,drag and flag,NA,NA,NA
